Country,Region,Urban,Origin,Year1,Year2,Age,AgeInt,AgeDef,Vitality,   ASFR,   CPFR,Collection,SourceType,   RefCode,Note,Split
    GRC,     .,    .,     ., 1960, 1960, 14,   -99,   ACY,       1,0.00025,0.00000,       ODE,  estimate,    GRC_01,   .,    2
    GRC,     .,    .,     ., 1960, 1960, 15,     1,   ACY,       1,0.00190,0.00025,       ODE,  estimate,    GRC_01,   .,    2
    GRC,     .,    .,     ., 1960, 1960, 16,     1,   ACY,       1,0.00617,0.00215,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 17,     1,   ACY,       1,0.01498,0.00832,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 18,     1,   ACY,       1,0.02466,0.02330,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 19,     1,   ACY,       1,0.04211,0.04796,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 20,     1,   ACY,       1,0.06248,0.09007,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 21,     1,   ACY,       1,0.08839,0.15255,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 22,     1,   ACY,       1,0.11068,0.24094,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 23,     1,   ACY,       1,0.12760,0.35162,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 24,     1,   ACY,       1,0.13472,0.47922,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 25,     1,   ACY,       1,0.14256,0.61394,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 26,     1,   ACY,       1,0.15658,0.75650,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 27,     1,   ACY,       1,0.16601,0.91308,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 28,     1,   ACY,       1,0.15481,1.07909,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 29,     1,   ACY,       1,0.13959,1.23390,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 30,     1,   ACY,       1,0.12365,1.37349,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 31,     1,   ACY,       1,0.12181,1.49714,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 32,     1,   ACY,       1,0.11180,1.61895,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 33,     1,   ACY,       1,0.09983,1.73075,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 34,     1,   ACY,       1,0.07991,1.83058,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 35,     1,   ACY,       1,0.06790,1.91049,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 36,     1,   ACY,       1,0.05687,1.97839,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 37,     1,   ACY,       1,0.04550,2.03526,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 38,     1,   ACY,       1,0.03343,2.08076,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 39,     1,   ACY,       1,0.02679,2.11419,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 40,     1,   ACY,       1,0.02181,2.14098,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 41,     1,   ACY,       1,0.01819,2.16279,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 42,     1,   ACY,       1,0.01161,2.18098,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 43,     1,   ACY,       1,0.00748,2.19259,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 44,     1,   ACY,       1,0.00473,2.20007,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 45,     1,   ACY,       1,0.00336,2.20480,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 46,     1,   ACY,       1,0.00243,2.20816,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 47,     1,   ACY,       1,0.00142,2.21059,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 48,     1,   ACY,       1,0.00090,2.21201,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1960, 1960, 49,     1,   ACY,       1,0.00095,2.21291,       ODE,  estimate,    GRC_01,   .,    2
    GRC,     .,    .,     ., 1960, 1960, 50,    99,   ACY,       1,0.00083,2.21386,       ODE,  estimate,    GRC_01,   .,    2
    GRC,     .,    .,     ., 1961, 1961, 14,   -99,   ACY,       1,0.00024,0.00000,       ODE,  estimate,    GRC_01,   .,    2
    GRC,     .,    .,     ., 1961, 1961, 15,     1,   ACY,       1,0.00171,0.00024,       ODE,  estimate,    GRC_01,   .,    2
    GRC,     .,    .,     ., 1961, 1961, 16,     1,   ACY,       1,0.00497,0.00195,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 17,     1,   ACY,       1,0.01228,0.00692,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 18,     1,   ACY,       1,0.02444,0.01920,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 19,     1,   ACY,       1,0.04413,0.04364,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 20,     1,   ACY,       1,0.06451,0.08777,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 21,     1,   ACY,       1,0.08316,0.15228,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 22,     1,   ACY,       1,0.09985,0.23544,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 23,     1,   ACY,       1,0.11649,0.33529,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 24,     1,   ACY,       1,0.13379,0.45178,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 25,     1,   ACY,       1,0.14579,0.58557,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 26,     1,   ACY,       1,0.15147,0.73136,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 27,     1,   ACY,       1,0.14796,0.88283,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 28,     1,   ACY,       1,0.13777,1.03079,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 29,     1,   ACY,       1,0.13856,1.16856,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 30,     1,   ACY,       1,0.13341,1.30712,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 31,     1,   ACY,       1,0.12167,1.44053,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 32,     1,   ACY,       1,0.09661,1.56220,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 33,     1,   ACY,       1,0.08263,1.65881,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 34,     1,   ACY,       1,0.07498,1.74144,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 35,     1,   ACY,       1,0.06917,1.81642,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 36,     1,   ACY,       1,0.05801,1.88559,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 37,     1,   ACY,       1,0.04292,1.94360,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 38,     1,   ACY,       1,0.03356,1.98652,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 39,     1,   ACY,       1,0.02922,2.02008,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 40,     1,   ACY,       1,0.02442,2.04930,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 41,     1,   ACY,       1,0.01838,2.07372,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 42,     1,   ACY,       1,0.01105,2.09210,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 43,     1,   ACY,       1,0.00714,2.10315,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 44,     1,   ACY,       1,0.00526,2.11029,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 45,     1,   ACY,       1,0.00345,2.11555,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 46,     1,   ACY,       1,0.00194,2.11900,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 47,     1,   ACY,       1,0.00100,2.12094,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 48,     1,   ACY,       1,0.00058,2.12194,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1961, 1961, 49,     1,   ACY,       1,0.00082,2.12252,       ODE,  estimate,    GRC_01,   .,    2
    GRC,     .,    .,     ., 1961, 1961, 50,    99,   ACY,       1,0.00092,2.12334,       ODE,  estimate,    GRC_01,   .,    2
    GRC,     .,    .,     ., 1962, 1962, 14,   -99,   ACY,       1,0.00032,0.00000,       ODE,  estimate,    GRC_01,   .,    2
    GRC,     .,    .,     ., 1962, 1962, 15,     1,   ACY,       1,0.00205,0.00032,       ODE,  estimate,    GRC_01,   .,    2
    GRC,     .,    .,     ., 1962, 1962, 16,     1,   ACY,       1,0.00533,0.00237,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 17,     1,   ACY,       1,0.01343,0.00770,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 18,     1,   ACY,       1,0.02583,0.02113,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 19,     1,   ACY,       1,0.04544,0.04696,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 20,     1,   ACY,       1,0.06728,0.09240,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 21,     1,   ACY,       1,0.09117,0.15968,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 22,     1,   ACY,       1,0.10742,0.25085,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 23,     1,   ACY,       1,0.12251,0.35827,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 24,     1,   ACY,       1,0.13380,0.48078,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 25,     1,   ACY,       1,0.14511,0.61458,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 26,     1,   ACY,       1,0.15079,0.75969,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 27,     1,   ACY,       1,0.15199,0.91048,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 28,     1,   ACY,       1,0.14347,1.06247,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 29,     1,   ACY,       1,0.13914,1.20594,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 30,     1,   ACY,       1,0.12785,1.34508,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 31,     1,   ACY,       1,0.12239,1.47293,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 32,     1,   ACY,       1,0.10393,1.59532,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 33,     1,   ACY,       1,0.09088,1.69925,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 34,     1,   ACY,       1,0.07361,1.79013,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 35,     1,   ACY,       1,0.06742,1.86374,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 36,     1,   ACY,       1,0.05636,1.93116,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 37,     1,   ACY,       1,0.04509,1.98752,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 38,     1,   ACY,       1,0.03408,2.03261,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 39,     1,   ACY,       1,0.02678,2.06669,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 40,     1,   ACY,       1,0.02064,2.09347,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 41,     1,   ACY,       1,0.01704,2.11411,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 42,     1,   ACY,       1,0.01175,2.13115,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 43,     1,   ACY,       1,0.00776,2.14290,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 44,     1,   ACY,       1,0.00395,2.15066,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 45,     1,   ACY,       1,0.00272,2.15461,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 46,     1,   ACY,       1,0.00178,2.15733,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 47,     1,   ACY,       1,0.00116,2.15911,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 48,     1,   ACY,       1,0.00073,2.16027,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1962, 1962, 49,     1,   ACY,       1,0.00086,2.16100,       ODE,  estimate,    GRC_01,   .,    2
    GRC,     .,    .,     ., 1962, 1962, 50,    99,   ACY,       1,0.00085,2.16186,       ODE,  estimate,    GRC_01,   .,    2
    GRC,     .,    .,     ., 1963, 1963, 14,   -99,   ACY,       1,0.00036,0.00000,       ODE,  estimate,    GRC_01,   .,    2
    GRC,     .,    .,     ., 1963, 1963, 15,     1,   ACY,       1,0.00237,0.00036,       ODE,  estimate,    GRC_01,   .,    2
    GRC,     .,    .,     ., 1963, 1963, 16,     1,   ACY,       1,0.00600,0.00273,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 17,     1,   ACY,       1,0.01416,0.00873,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 18,     1,   ACY,       1,0.02749,0.02289,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 19,     1,   ACY,       1,0.04797,0.05038,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 20,     1,   ACY,       1,0.06900,0.09835,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 21,     1,   ACY,       1,0.09313,0.16735,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 22,     1,   ACY,       1,0.11527,0.26048,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 23,     1,   ACY,       1,0.12952,0.37575,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 24,     1,   ACY,       1,0.13617,0.50527,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 25,     1,   ACY,       1,0.14009,0.64144,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 26,     1,   ACY,       1,0.14695,0.78153,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 27,     1,   ACY,       1,0.14780,0.92848,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 28,     1,   ACY,       1,0.14041,1.07628,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 29,     1,   ACY,       1,0.13563,1.21669,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 30,     1,   ACY,       1,0.12094,1.35232,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 31,     1,   ACY,       1,0.11212,1.47326,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 32,     1,   ACY,       1,0.09945,1.58538,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 33,     1,   ACY,       1,0.09146,1.68483,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 34,     1,   ACY,       1,0.07518,1.77629,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 35,     1,   ACY,       1,0.06200,1.85147,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 36,     1,   ACY,       1,0.05235,1.91347,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 37,     1,   ACY,       1,0.04229,1.96582,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 38,     1,   ACY,       1,0.03454,2.00811,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 39,     1,   ACY,       1,0.02643,2.04265,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 40,     1,   ACY,       1,0.01860,2.06908,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 41,     1,   ACY,       1,0.01468,2.08768,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 42,     1,   ACY,       1,0.01074,2.10236,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 43,     1,   ACY,       1,0.00805,2.11310,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 44,     1,   ACY,       1,0.00455,2.12115,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 45,     1,   ACY,       1,0.00249,2.12570,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 46,     1,   ACY,       1,0.00186,2.12819,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 47,     1,   ACY,       1,0.00110,2.13005,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 48,     1,   ACY,       1,0.00072,2.13115,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1963, 1963, 49,     1,   ACY,       1,0.00076,2.13187,       ODE,  estimate,    GRC_01,   .,    2
    GRC,     .,    .,     ., 1963, 1963, 50,    99,   ACY,       1,0.00068,2.13263,       ODE,  estimate,    GRC_01,   .,    2
    GRC,     .,    .,     ., 1964, 1964, 14,   -99,   ACY,       1,0.00032,0.00000,       ODE,  estimate,    GRC_01,   .,    2
    GRC,     .,    .,     ., 1964, 1964, 15,     1,   ACY,       1,0.00233,0.00032,       ODE,  estimate,    GRC_01,   .,    2
    GRC,     .,    .,     ., 1964, 1964, 16,     1,   ACY,       1,0.00722,0.00265,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 17,     1,   ACY,       1,0.01702,0.00987,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 18,     1,   ACY,       1,0.03097,0.02689,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 19,     1,   ACY,       1,0.05414,0.05786,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 20,     1,   ACY,       1,0.07672,0.11200,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 21,     1,   ACY,       1,0.10025,0.18872,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 22,     1,   ACY,       1,0.12057,0.28897,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 23,     1,   ACY,       1,0.14344,0.40954,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 24,     1,   ACY,       1,0.15336,0.55298,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 25,     1,   ACY,       1,0.15377,0.70634,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 26,     1,   ACY,       1,0.15028,0.86011,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 27,     1,   ACY,       1,0.15180,1.01039,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 28,     1,   ACY,       1,0.14653,1.16219,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 29,     1,   ACY,       1,0.14327,1.30872,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 30,     1,   ACY,       1,0.12613,1.45199,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 31,     1,   ACY,       1,0.11173,1.57812,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 32,     1,   ACY,       1,0.09660,1.68985,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 33,     1,   ACY,       1,0.09231,1.78645,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 34,     1,   ACY,       1,0.07900,1.87876,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 35,     1,   ACY,       1,0.06518,1.95776,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 36,     1,   ACY,       1,0.05162,2.02294,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 37,     1,   ACY,       1,0.04202,2.07456,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 38,     1,   ACY,       1,0.03408,2.11658,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 39,     1,   ACY,       1,0.02692,2.15066,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 40,     1,   ACY,       1,0.01865,2.17758,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 41,     1,   ACY,       1,0.01371,2.19623,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 42,     1,   ACY,       1,0.00970,2.20994,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 43,     1,   ACY,       1,0.00777,2.21964,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 44,     1,   ACY,       1,0.00510,2.22741,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 45,     1,   ACY,       1,0.00293,2.23251,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 46,     1,   ACY,       1,0.00148,2.23544,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 47,     1,   ACY,       1,0.00097,2.23692,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 48,     1,   ACY,       1,0.00062,2.23789,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1964, 1964, 49,     1,   ACY,       1,0.00075,2.23851,       ODE,  estimate,    GRC_01,   .,    2
    GRC,     .,    .,     ., 1964, 1964, 50,    99,   ACY,       1,0.00076,2.23926,       ODE,  estimate,    GRC_01,   .,    2
    GRC,     .,    .,     ., 1965, 1965, 14,   -99,   ACY,       1,0.00035,0.00000,       ODE,  estimate,    GRC_01,   .,    2
    GRC,     .,    .,     ., 1965, 1965, 15,     1,   ACY,       1,0.00260,0.00035,       ODE,  estimate,    GRC_01,   .,    2
    GRC,     .,    .,     ., 1965, 1965, 16,     1,   ACY,       1,0.00791,0.00295,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1965, 1965, 17,     1,   ACY,       1,0.01847,0.01086,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1965, 1965, 18,     1,   ACY,       1,0.03592,0.02933,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1965, 1965, 19,     1,   ACY,       1,0.06202,0.06525,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1965, 1965, 20,     1,   ACY,       1,0.08477,0.12727,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1965, 1965, 21,     1,   ACY,       1,0.10427,0.21204,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1965, 1965, 22,     1,   ACY,       1,0.12071,0.31631,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1965, 1965, 23,     1,   ACY,       1,0.14008,0.43702,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1965, 1965, 24,     1,   ACY,       1,0.15416,0.57710,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1965, 1965, 25,     1,   ACY,       1,0.15635,0.73126,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1965, 1965, 26,     1,   ACY,       1,0.15331,0.88761,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1965, 1965, 27,     1,   ACY,       1,0.14824,1.04092,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1965, 1965, 28,     1,   ACY,       1,0.14358,1.18916,       ODE,  estimate,    GRC_01,   .,    0
    GRC,     .,    .,     ., 1965, 1965, 29,     1,   ACY,       1,0.14174,1.33274,       ODE,  estimate,    GRC_01,   .,    0
